1,3,"/home/pqv/data/video_website/video7.pcap",1657530353.442335,"1.5.1 (e31cef8 - Jul  7 2022 09:05:04)","1.7.3 (92ce3808)","1.2.14 (557bd77 - Jun 20 2022 12:46:32)"
100,3,"/home/pqv/data/video_website/video7.pcap",1657203839.445751,1,85,"99.178.376.85","",2,84,42,1,84,42,1,0,0,0,1657203839.445751,"10.0.2.15","33.0.0.1","08:00:27:3A:52:ED","52:54:00:12:35:02",2,53,40247,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
100,3,"/home/pqv/data/video_website/video7.pcap",1657203839.445547,1,85,"99.178.376.85","",2,84,42,1,84,42,1,0,0,0,1657203839.445547,"10.0.2.15","33.0.0.1","08:00:27:3A:52:ED","52:54:00:12:35:02",1,53,54230,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
100,3,"/home/pqv/data/video_website/video7.pcap",1657203839.448303,2,85,"99.178.376.85","99.178.376.85",2,116,74,1,0,0,0,116,74,1,1657203839.445547,"10.0.2.15","33.0.0.1","08:00:27:3A:52:ED","52:54:00:12:35:02",1,53,54230,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
100,3,"/home/pqv/data/video_website/video7.pcap",1657203839.469511,3,85,"99.178.376.85","99.178.376.85",2,168,126,1,0,0,0,168,126,1,1657203839.445751,"10.0.2.15","33.0.0.1","08:00:27:3A:52:ED","52:54:00:12:35:02",2,53,40247,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
100,3,"/home/pqv/data/video_website/video7.pcap",1657203839.470330,4,21,"99.178.354.21","",3,74,0,1,74,0,1,0,0,0,1657203839.470330,"10.0.2.15","35.155.191.190","08:00:27:3A:52:ED","52:54:00:12:35:02",3,443,53356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,3,"/home/pqv/data/video_website/video7.pcap",1657203839.629244,5,21,"99.178.354.21","99.178.354.21",3,60,0,1,0,0,0,60,0,1,1657203839.470330,"10.0.2.15","35.155.191.190","08:00:27:3A:52:ED","52:54:00:12:35:02",3,443,53356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,3,"/home/pqv/data/video_website/video7.pcap",1657203839.629357,6,21,"99.178.354.21","99.178.354.21",3,54,0,1,54,0,1,0,0,0,1657203839.470330,"10.0.2.15","35.155.191.190","08:00:27:3A:52:ED","52:54:00:12:35:02",3,443,53356,0,159027,0,0,0,0,0,0,0,0,0,0,0,1,0
100,3,"/home/pqv/data/video_website/video7.pcap",1657203839.632463,7,341,"99.178.354.341","99.178.354.21",3,461,407,1,461,407,1,0,0,0,1657203839.470330,"10.0.2.15","35.155.191.190","08:00:27:3A:52:ED","52:54:00:12:35:02",3,443,53356,0,0,3106,0,0,0,0,0,0,0,0,0,0,10,0
100,3,"/home/pqv/data/video_website/video7.pcap",1657203839.633563,8,341,"99.178.354.341","99.178.354.341",3,60,0,1,0,0,0,60,0,1,1657203839.470330,"10.0.2.15","35.155.191.190","08:00:27:3A:52:ED","52:54:00:12:35:02",3,443,53356,0,0,0,1100,0,1100,0,1100,0,1100,0,0,0,10,0
100,3,"/home/pqv/data/video_website/video7.pcap",1657203839.790818,9,341,"99.178.354.341","99.178.354.341",3,1514,1460,1,0,0,0,1514,1460,1,1657203839.470330,"10.0.2.15","35.155.191.190","08:00:27:3A:52:ED","52:54:00:12:35:02",3,443,53356,0,0,0,157255,0,0,0,0,0,0,0,0,0,10,0
