100,3,"/home/pqv/data/test/real_youtube10.pcap",1660144204.440578,3882,134,"99.182.354.153.134","99.182.354.153.134",17,75,1,1,75,1,1,0,0,0,1660144174.417858,"2001:861:3888:3660:a4e9:8ef7:6859:3f64","2a00:1450:4007:80e::200e","10:5B:AD:B2:81:B3","D0:6E:DE:6E:F8:AC",13,80,61991,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"clients3.google.com","","",0,"/generate_204","GET","204 No Content","0",2
100,3,"/home/pqv/data/test/real_youtube10.pcap",1660144204.448503,3883,134,"99.182.354.153.134","99.182.354.153.134",17,86,0,1,0,0,0,86,0,1,1660144174.417858,"2001:861:3888:3660:a4e9:8ef7:6859:3f64","2a00:1450:4007:80e::200e","10:5B:AD:B2:81:B3","D0:6E:DE:6E:F8:AC",13,80,61991,0,0,0,0,7925,0,7925,0,7925,0,0,0,1,1,0,0,1,0,"clients3.google.com","","",0,"/generate_204","GET","204 No Content","0",3
